color,contribution_pk,count_concepts,description,family_glottocode,family_name,glottocode,id,jsondata,latitude,longitude,macroarea,markup_description,name,pk
#598033,25,619,NA,NA,Atlantic-Congo,mwer1248,tls-Mwera1,{},-9.75639,38.8762,Africa,NA,Mwera1,1840
#CCAE51,11,428,NA,NA,Afro-Asiatic,bata1314,kraftchadic-Mwulyen,{},9.68091,12.677,Africa,NA,Mwulyen,1134
#338080,19,329,NA,NA,Sino-Tibetan,mzie1235,marrisonnaga-Mzieme,{},25.4779,93.71,Eurasia,NA,Mzieme,1533
#CC5151,30,152,NA,NA,Nuclear Trans New Guinea,naba1256,transnewguineaorg-nabak,{},-6.42709,146.966,Papunesia,NA,Nabak,2493
#CC51AE,30,45,NA,NA,Nuclear Torricelli,nabi1239,transnewguineaorg-nabi,{},-3.52828,142.329,Papunesia,NA,Nabi,2494
#6CCC51,30,39,NA,NA,Sentanic,nafr1241,transnewguineaorg-nafri,{},-2.65036,140.727,Papunesia,NA,Nafri,2495
#804533,30,101,NA,NA,Yale,yale1246,transnewguineaorg-nagatiman,{},-3.79762,141.566,Papunesia,NA,Nagatiman,2496
#803333,16,209,NA,NA,Austronesian,cent2355,lexirumah-cent2355-boaw,{},NA,NA,NA,NA,"Nage, Central",1200
#803333,16,533,NA,NA,Austronesian,nage1237,lexirumah-nage1237,{},-8.70513,121.31,Papunesia,NA,"Nage, East",1403
#334D80,4,886,NA,NA,Uto-Aztecan,high1278,ids-222,{},20.1554,-97.5556,North America,NA,Nahuatl (Sierra de Zacapoaxtla variety),835
#519ECC,8,293,NA,NA,Dogon,bond1248,hantganbangime-Najamba,{},14.9066,-3.32636,Africa,NA,Najamba,682
#CC5151,30,202,NA,NA,Nuclear Trans New Guinea,naka1265,transnewguineaorg-nakai,{},-5.19377,140.512,Papunesia,NA,Nakai,2497
#CC5151,30,49,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame,{},-6.41424,146.782,Papunesia,NA,Nakame,2498
#CC5151,30,119,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-dzenzen,{},-6.41424,146.782,Papunesia,NA,Nakame (Dzenzen Dialect),2499
#CC5151,30,73,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-gufin,{},-6.41424,146.782,Papunesia,NA,Nakame (Gufin Dialect),2500
#CC5151,30,116,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-munguleng,{},-6.41424,146.782,Papunesia,NA,Nakame (Munguleng Dialect),2501
#CC5151,30,119,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-popof,{},-6.41424,146.782,Papunesia,NA,Nakame (Popof Dialect),2502
#CC5151,30,116,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-sikalan,{},-6.41424,146.782,Papunesia,NA,Nakame (Sikalan Dialect),2503
#CC5151,30,114,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-sokan,{},-6.41424,146.782,Papunesia,NA,Nakame (Sokan Dialect),2504
#CC5151,30,115,NA,NA,Nuclear Trans New Guinea,naka1264,transnewguineaorg-nakame-wasin,{},-6.41424,146.782,Papunesia,NA,Nakame (Wasin Dialect),2505
#CCAE51,11,422,NA,NA,Afro-Asiatic,cine1238,kraftchadic-Nakatsa,{},11.1319,13.8187,Africa,NA,Nakatsa,1135
#CC5151,26,298,NA,NA,Nuclear Trans New Guinea,nake1240,zgraggenmadang-nake,{},-5.09087,145.655,Papunesia,NA,nake,3113
#CC5151,30,291,NA,NA,Nuclear Trans New Guinea,nake1240,transnewguineaorg-nake,{},-5.09087,145.655,Papunesia,NA,Nake,2506
#CC5151,30,39,NA,NA,Nuclear Trans New Guinea,nalc1240,transnewguineaorg-nalca,{},-4.26068,139.883,Papunesia,NA,Nalca,2507
#333880,30,1,NA,NA,Morehead-Wasur,namb1293,transnewguineaorg-keraki,{},-8.74501,141.931,Papunesia,NA,Nambu (Keraki Dialect),2306
#333880,30,1,NA,NA,Morehead-Wasur,namb1293,transnewguineaorg-parb,{},-8.74501,141.931,Papunesia,NA,Nambu (Parb Dialect),2585
#3C8033,30,60,NA,NA,Sepik,nami1256,transnewguineaorg-namia,{},-3.85538,141.788,Papunesia,NA,Namia,2508
#333880,30,1,NA,NA,Morehead-Wasur,namo1246,transnewguineaorg-namo,{},-9.12416,141.824,Papunesia,NA,Namo,2509
#338080,12,296,NA,NA,Sino-Tibetan,miji1239,abrahammonpa-NamreiBisai,{},NA,NA,NA,NA,Namrei Bisai,23
#338080,12,300,NA,NA,Sino-Tibetan,miji1239,abrahammonpa-NamreiNabolang,{},NA,NA,NA,NA,Namrei Nabolang,24
#338080,14,888,NA,NA,Sino-Tibetan,namu1246,suntb-Namuyi,{},28.5909,101.898,Eurasia,NA,Namuyi,1753
#598033,25,643,NA,NA,Atlantic-Congo,nyam1275,tls-Namwanga,{},-9.11261,32.3163,Africa,NA,Namwanga,1842
#CC5197,1,856,NA,NA,Tungusic,nana1257,northeuralex-gld,{},48.4343,134.797,Eurasia,NA,Nanai,1609
#338080,27,735,NA,NA,Sino-Tibetan,nanc1254,beidasinitic-Nanchang,{},28.706609,115.857468,NA,NA,Nanchang,60
#519ECC,8,298,NA,NA,Dogon,nang1261,hantganbangime-Nanga,{},14.49,-3.02,Africa,NA,Nanga,683
#803333,15,243,NA,NA,Austronesian,nang1262,tryonsolomon-nanggu,{},-10.7441,165.887,Papunesia,NA,Nanggu,2963
#CC5151,30,55,NA,NA,Nuclear Trans New Guinea,nank1250,transnewguineaorg-nankina,{},-5.80804,146.464,Papunesia,NA,Nankina,2512
#353380,30,12,NA,NA,Kaure-Narau,kaur1271,transnewguineaorg-narau,{},-3.39188,140.14,Papunesia,NA,Narau,2513
#8FCC51,5,221,NA,NA,Pama-Nyungan,naru1238,bowernpny-Narrungga,{},-34.69,137.535,Australia,NA,Narrungga,171
#338080,28,363,NA,NA,Sino-Tibetan,nesu1235,satterthwaitetb-Nesu,{},NA,NA,NA,NA,Nasu,1706
#598033,25,614,NA,NA,Atlantic-Congo,ikom1245,tls-Nata,{},-1.94989,34.5361,Africa,NA,Nata,1843
#803333,16,410,NA,NA,Austronesian,naue1237,lexirumah-naue1237,{},-8.70733,126.741,Papunesia,NA,Naueti,1404
#338080,28,351,NA,NA,Sino-Tibetan,naxi1245,satterthwaitetb-Naxi,{},27.5,100,Eurasia,NA,Naxi,1705
#338080,14,928,NA,NA,Sino-Tibetan,lich1241,suntb-LijiangNaxi,{},NA,NA,Eurasia,NA,Naxi (Lijiang),1743
#338080,14,889,NA,NA,Sino-Tibetan,yong1270,suntb-YongningNaxi,{},27.8,100.9,Eurasia,NA,Naxi (Yongning),1769
#598033,25,627,NA,NA,Atlantic-Congo,ndal1241,tls-Ndali,{},-9.88948,33.6118,Africa,NA,Ndali,1844
#598033,25,631,NA,NA,Atlantic-Congo,ndam1239,tls-Ndamba,{},-8.40485,36.0271,Africa,NA,Ndamba,1845
#598033,25,623,NA,NA,Atlantic-Congo,ndal1241,tls-Ndari,{},-9.88948,33.6118,Africa,NA,Ndari,1846
#598033,25,594,NA,NA,Atlantic-Congo,nden1248,tls-Ndengeleko,{},-7.54628,38.958,Africa,NA,Ndengeleko,1847
#803333,15,258,NA,NA,Austronesian,ndii1241,tryonsolomon-ndi,{},NA,NA,Papunesia,NA,Ndi,2964
#358033,30,40,NA,NA,Kolopom,ndom1245,transnewguineaorg-ndom,{},-7.93553,138.019,Papunesia,NA,Ndom,2514
#7851CC,15,310,NA,NA,Bilua,bilu1245,tryonsolomon-ndovele,{},-7.92388,156.663,Papunesia,NA,Ndovele,2965
#803333,15,313,NA,NA,Austronesian,duke1237,tryonsolomon-nduke,{},-7.97768,157.064,Papunesia,NA,Nduke,2966
#593380,2,361,NA,NA,Timor-Alor-Pantar,nede1245,robinsonap-nedebang,{},-8.28776,124.192,Papunesia,NA,Nedebang,1689
#593380,30,111,NA,NA,Timor-Alor-Pantar,nede1245,transnewguineaorg-nedebang,{},-8.28776,124.192,Papunesia,NA,Nedebang,2515
#51CCCC,4,867,NA,NA,Indo-European,nege1244,ids-217,{},18.3416,-64.8922,North America,NA,Negerhollands,830
#CC5151,30,52,NA,NA,Nuclear Trans New Guinea,nekk1240,transnewguineaorg-nek,{},-6.37697,146.841,Papunesia,NA,Nek,2516
#CC5151,30,50,NA,NA,Nuclear Trans New Guinea,nekg1240,transnewguineaorg-nekgini,{},-5.64364,146.253,Papunesia,NA,Nekgini,2518
#CC5151,30,112,NA,NA,Nuclear Trans New Guinea,nekk1240,transnewguineaorg-nek-goambot,{},-6.37697,146.841,Papunesia,NA,Nek (Goambot Dialect),2517
#CC5151,30,31,NA,NA,Nuclear Trans New Guinea,neko1240,transnewguineaorg-neko,{},-5.60034,146.306,Papunesia,NA,Neko,2519
#803333,15,309,NA,NA,Austronesian,amba1266,tryonsolomon-nembao,{},-11.2958,166.498,Papunesia,NA,Nembao,2967
#CC5151,26,288,NA,NA,Nuclear Trans New Guinea,nend1239,zgraggenmadang-nend,{},-5.04271,144.886,Papunesia,NA,nend,3114
#CC5151,30,287,NA,NA,Nuclear Trans New Guinea,nend1239,transnewguineaorg-nend,{},-5.04271,144.886,Papunesia,NA,Nend,2520
#806C33,4,1093,NA,NA,Uralic,nene1249,ids-148,{},66.1775,71.0234,Eurasia,NA,Nenets,774
#51CCCC,17,86,NA,NA,Indo-European,nepa1254,diacl-48800,{},28,85,Eurasia,NA,Nepali,503
#51CCCC,6,658,NA,NA,Indo-European,nepa1254,halenepal-Nepali,{},28,85,Eurasia,NA,Nepali,667
#51CCCC,4,1038,NA,NA,Indo-European,east1436,ids-706,{},27.5947033333,87.6200833333,Eurasia,NA,Nepali,1036
#338080,6,553,NA,NA,Sino-Tibetan,newa1246,halenepal-Newar,{},27.2614,84.9577,Eurasia,NA,Newar,668
#338080,17,7,NA,NA,Sino-Tibetan,newa1246,diacl-68416,{},27.2614,84.9577,Eurasia,NA,Newari,619
#8FCC51,5,288,NA,NA,Pama-Nyungan,ngaa1240,bowernpny-Ngaanyatjarra,{},-25.7514,127.602,Australia,NA,Ngaanyatjarra,172
#803333,16,518,NA,NA,Austronesian,ngad1267,lexirumah-ngad1267,{},NA,NA,NA,NA,Ngadha,1407
#8FCC51,5,241,NA,NA,Pama-Nyungan,ngad1258,bowernpny-Ngadjumaya,{},-32.02447,124.46601,Australia,NA,Ngadjumaya,173
#8FCC51,5,88,NA,NA,Pama-Nyungan,ngad1257,bowernpny-Ngadjuri,{},NA,NA,Australia,NA,Ngadjuri,174
#8FCC51,5,248,NA,NA,Pama-Nyungan,lowe1402,bowernpny-Ngaiawang,{},NA,NA,Australia,NA,Ngaiawang,175
#CC5151,30,53,NA,NA,Nuclear Trans New Guinea,ngai1241,transnewguineaorg-ngaing,{},-5.6513,146.343,Papunesia,NA,Ngaing,2521
#3C3380,30,37,NA,NA,Ndu,ngal1300,transnewguineaorg-ngala,{},-4.26628,142.5,Papunesia,NA,Ngala,2522
#CC5151,30,32,NA,NA,Nuclear Trans New Guinea,ngal1298,transnewguineaorg-ngalum,{},-4.67682,141.03,Papunesia,NA,Ngalum,2523
#8FCC51,5,311,NA,NA,Pama-Nyungan,ngam1284,bowernpny-Ngamini,{},NA,NA,NA,NA,Ngamini,176
#CCAE51,11,420,NA,NA,Afro-Asiatic,ngam1282,kraftchadic-Ngamo,{},12.0048,11.2108,Africa,NA,Ngamo,1136
#806C33,1,896,NA,NA,Uralic,ngan1291,northeuralex-nio,{},73.1354,86.2106,Eurasia,NA,Nganasan,1645
#803333,16,519,NA,NA,Austronesian,ngao1245,lexirumah-ngao1245-oja,{},NA,NA,Papunesia,NA,"Nga'o, Oja",1408
#803333,16,520,NA,NA,Austronesian,ngao1245,lexirumah-ngao1245-watum,{},NA,NA,Papunesia,NA,"Nga'o, Watumite",1409
#8FCC51,5,158,NA,NA,Pama-Nyungan,nort2753,bowernpny-Ngardily,{},NA,NA,Australia,NA,Ngardily,177
#8FCC51,5,200,NA,NA,Pama-Nyungan,ngar1297,bowernpny-Ngarigu,{},-36.23,149.13,Australia,NA,Ngarigu,178
#8FCC51,5,293,NA,NA,Pama-Nyungan,ngar1235,bowernpny-Ngarinyman,{},-15.4661,130.651,Australia,NA,Ngarinyman,179
#8FCC51,5,256,NA,NA,Pama-Nyungan,ngar1296,bowernpny-Ngarla,{},-20.20748,119.30579,Australia,NA,Ngarla,180
#8FCC51,5,322,NA,NA,Pama-Nyungan,ngar1287,bowernpny-Ngarluma,{},-20.9235,117.203,Australia,NA,Ngarluma,181
#8FCC51,5,321,NA,NA,Pama-Nyungan,narr1259,bowernpny-Ngarrindjeri,{},-36.2301,140.158,Australia,NA,Ngarrindjeri,182
#8FCC51,5,176,NA,NA,Pama-Nyungan,ngaw1240,bowernpny-Ngawun,{},-19.4484,141.471,Australia,NA,Ngawun,183
#803333,15,310,NA,NA,Austronesian,gaee1238,tryonsolomon-nggae,{},NA,NA,Papunesia,NA,Nggae,2968
#803333,15,312,NA,NA,Austronesian,gela1263,tryonsolomon-nggela,{},-9.04587,160.186,Papunesia,NA,Nggela,2969
#803333,15,314,NA,NA,Austronesian,geri1237,tryonsolomon-nggeri,{},NA,NA,Papunesia,NA,Nggeri,2970
#598033,25,558,NA,NA,Atlantic-Congo,ngin1244,tls-Ngindo,{},-9.78145,37.9832,Africa,NA,Ngindo,1848
#803333,15,311,NA,NA,Austronesian,ngin1246,tryonsolomon-nginia,{},NA,NA,Papunesia,NA,Nginia,2971
#8FCC51,5,278,NA,NA,Pama-Nyungan,wang1291,bowernpny-Ngiyambaa,{},-30.6481,146.18,Australia,NA,Ngiyambaa,184
#CCAE51,11,398,NA,NA,Afro-Asiatic,ngiz1242,kraftchadic-Ngizim,{},12.1051,11.0178,Africa,NA,Ngizim,1137
#338080,21,264,NA,NA,Sino-Tibetan,munc1235,sohartmannchin-Ngmuun,{},20.289,94.3929,Eurasia,NA,Ngmüün,1718
#598033,25,622,NA,NA,Atlantic-Congo,ngon1269,tls-Ngoni,{},-11.7794,37.4118,Africa,NA,Ngoni,1849
#598033,25,634,NA,NA,Atlantic-Congo,ngur1263,tls-Ngoreme,{},-1.8485,34.6173,Africa,NA,Ngoreme,1850
#8FCC51,5,214,NA,NA,Pama-Nyungan,ngun1277,bowernpny-Ngunawal,{},-36.25,148.77,Australia,NA,Ngunawal,185
#598033,25,628,NA,NA,Atlantic-Congo,ngul1246,tls-Nguungulu,{},-5.79734,37.6823,Africa,NA,Nguungulu,1851
#CCAE51,11,421,NA,NA,Afro-Asiatic,nggw1242,kraftchadic-Ngwaxi,{},10.6058,12.923400000000001,Africa,NA,Ngwaxi,1138
#8FCC51,5,273,NA,NA,Pama-Nyungan,nhan1238,bowernpny-Nhanta,{},-27.425236430000002,114.2680442,Australia,NA,Nhanta,186
#8FCC51,5,175,NA,NA,Pama-Nyungan,nhir1234,bowernpny-Nhirrpi,{},NA,NA,Australia,NA,Nhirrpi,187
#803333,16,190,NA,NA,Austronesian,nila1244,lexirumah-nila1244,{},-6.734956,129.512131,Papunesia,NA,Nila,1410
#5159CC,30,40,NA,NA,Nimboranic,nucl1633,transnewguineaorg-nimboran,{},-2.5803,140.179,Papunesia,NA,Nimboran,2524
#CC5151,30,51,NA,NA,Nuclear Trans New Guinea,nimi1240,transnewguineaorg-nimi,{},-6.34065,146.679,Papunesia,NA,Nimi,2525
#337180,30,120,NA,NA,Left May,nimo1247,transnewguineaorg-nimo,{},-4.3582,141.578,Papunesia,NA,Nimo,2526
#803357,4,898,NA,NA,Yanomamic,nina1238,ids-252,{},4.03894,-62.7801,South America,NA,Ninam (Shirishana variety),865
#CC5151,30,61,NA,NA,Nuclear Trans New Guinea,ning1274,transnewguineaorg-ninggerum,{},-5.43194,141.158,Papunesia,NA,Ninggerum,2527
#CC51AE,30,40,NA,NA,Nuclear Torricelli,ning1273,transnewguineaorg-ningil,{},-3.49733,142.251,Papunesia,NA,Ningil,2528
#338080,28,365,NA,NA,Sino-Tibetan,nisu1238,satterthwaitetb-Nisu,{},NA,NA,NA,NA,Nisu,1707
#5187CC,4,1180,NA,NA,Matacoan,niva1238,ids-307,{},-22.8557,-61.7606,South America,NA,Nivaclé,922
#338058,1,675,NA,NA,Nivkh,gily1242,northeuralex-niv,{},52.59,140.681,Eurasia,NA,Nivkh,1646
#CCAE51,11,413,NA,NA,Afro-Asiatic,nzan1240,kraftchadic-Njanye,{},10.0666,13.3343,Africa,NA,Njanye,1139
#CC5151,26,297,NA,NA,Nuclear Trans New Guinea,nobo1238,zgraggenmadang-nobonob,{},-5.06952,145.712,Papunesia,NA,nobonob,3115
#CC5151,30,288,NA,NA,Nuclear Trans New Guinea,nobo1238,transnewguineaorg-nobonob,{},-5.06952,145.712,Papunesia,NA,Nobonob,2529
#338080,19,272,NA,NA,Sino-Tibetan,noct1238,marrisonnaga-Nocte,{},27.152,95.3903,Eurasia,NA,Nocte,1534
#CC8051,4,1297,NA,NA,Turkic,noga1249,ids-73,{},43.5917,46.6618,Eurasia,NA,Nogai,1043
#CC5151,30,56,NA,NA,Nuclear Trans New Guinea,nomu1240,transnewguineaorg-nomu,{},-6.10429,147.5,Papunesia,NA,Nomu,2530
#CC8051,1,951,NA,NA,Turkic,nort2697,northeuralex-azj,{},40.9777,46.4737,Eurasia,NA,North Azerbaijani,1581
#803333,16,189,NA,NA,Austronesian,nort2860,lexirumah-nort2860,{},-7.84311,129.743,Papunesia,NA,North Babar,1411
#763380,30,100,NA,NA,Kiwaian,arig1248,transnewguineaorg-northeast-kiwai-arigibi,{},NA,NA,Papunesia,NA,Northeast Kiwai (Arigibi Dialect),2532
#763380,30,100,NA,NA,Kiwaian,giba1246,transnewguineaorg-northeast-kiwai-gibaio,{},NA,NA,Papunesia,NA,Northeast Kiwai (Gibaio Dialect),2533
#763380,30,100,NA,NA,Kiwaian,kope1239,transnewguineaorg-northeast-kiwai-gope,{},NA,NA,Papunesia,NA,Northeast Kiwai (Gope Dialect),2534
#763380,30,99,NA,NA,Kiwaian,uram1241,transnewguineaorg-northeast-kiwai-urama,{},NA,NA,Papunesia,NA,Northeast Kiwai (Urama Dialect),2535
#338051,4,714,NA,NA,Haida,nort2938,ids-227,{},54.004532,-132.079257,North America,NA,Northern Haida,840
#806C33,1,885,NA,NA,Uralic,khan1273,northeuralex-kca,{},62.4308,66.1218,Eurasia,NA,Northern Khanty,1624
